ann_term	sum	annotation
PF14836	1	Ubiquitin-like domain
PF14840	1	Processivity clamp loader gamma complex DNA pol III C-term
PF14841	1	FliG middle domain
PF14842	1	FliG N-terminal domain
PF14844	196	PH domain associated with Beige/BEACH
PF14845	184	beta-acetyl hexosaminidase like
PF14849	1	YidC periplasmic domain
PF14852	113	Fis1 N-terminal tetratricopeptide repeat
PF14853	114	Fis1 C-terminal tetratricopeptide repeat
PF14861	33	Plant antimicrobial peptide
PF14868	55	Domain of unknown function (DUF4487)
PF14870	56	Photosynthesis system II assembly factor YCF48
PF14875	1	N-term cysteine-rich ER, FAM69
PF14881	56	Tubulin domain
PF14901	128	Cleavage inducing molecular chaperone
PF14904	18	Family of unknown function
PF14929	73	TAF RNA Polymerase I subunit A
PF14932	73	HAUS augmin-like complex subunit 3
PF14934	62	Domain of unknown function (DUF4499)
PF14938	170	Soluble NSF attachment protein, SNAP
PF14951	1	Domain of unknown function (DUF4503)
PF14953	59	Domain of unknown function (DUF4504)
PF14958	1	Domain of unknown function (DUF4506)
PF14966	57	DNA repair REX1-B
PF14968	64	Coiled coil protein 84
PF14973	1	TERF1-interacting nuclear factor 2 N-terminus
PF14990	32	Domain of unknown function (DUF4516)
PF15003	68	HAUS augmin-like complex subunit 2
PF15011	67	Casein Kinase 2 substrate
PF15024	16	Glycosyltransferase family 18
PF15044	209	Mitochondrial function, CLU-N-term
PF15054	116	Domain of unknown function (DUF4535)
PF15070	1	Putative golgin subfamily A member 2-like protein 5
PF15071	39	Transmembrane family 220, helix
PF15072	122	Domain of unknown function (DUF4539)
PF15140	1	Domain of unknown function (DUF4573)
PF15159	26	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
PF15227	8	zinc finger of C3HC4-type, RING
PF15243	62	Anaphase-promoting complex subunit 15
PF15249	71	Conserved region of unknown function on GLTSCR protein
PF15251	20	Domain of unknown function (DUF4588)
PF15264	52	Tumour suppressing sub-chromosomal transferable candidate 4
PF15277	80	Exocyst complex component SEC3 N-terminal PIP2 binding PH
PF15288	64	Zinc knuckle
PF15292	0	Treslin N-terminus
PF15294	2	Leucine zipper
PF15306	52	LIN37
PF15341	54	Ribosome biogenesis protein SLX9
PF15345	1	Transmembrane protein 51
PF15346	98	Arginine and glutamate-rich 1
PF15365	223	Proline-rich nuclear receptor coactivator motif
PF15370	80	Domain of unknown function (DUF4598)
PF15375	61	Domain of unknown function (DUF4602)
PF15413	212	Pleckstrin homology domain
PF15459	63	60S ribosome biogenesis protein Rrp14
PF15469	60	Exocyst complex component Sec5
PF15477	26	Small acidic protein family
PF15490	66	Telomere-capping, CST complex subunit
PF15491	58	CST, telomere maintenance, complex subunit CTC1
PF15502	23	M-phase-specific PLK1-interacting protein
PF15511	395	Centromere kinetochore component CENP-T histone fold
PF15519	112	linker between RRM2 and RRM3 domains in RBM39 protein
PF15612	424	WSTF, HB1, Itc1p, MBD9 motif 1
PF15613	252	Williams-Beuren syndrome DDT (WSD), D-TOX E motif
PF15628	199	RRM in Demeter
PF15629	137	Permuted single zf-CXXC unit
PF15630	58	CENP-S protein
PF15663	111	Zinc-finger containing family
PF15697	173	Domain of unknown function (DUF4666)
PF15699	140	NPR1 interacting
PF15704	57	Mitochondrial ATP synthase subunit
PF15742	4	Domain of unknown function (DUF4686)
PF15749	48	MRN-interacting protein
PF15785	51	Serine/threonine-protein kinase smg-1
PF15787	135	Domain of unknown function (DUF4704)
PF15801	67	zf-MYND-like zinc finger, mRNA-binding
PF15803	23	Zinc-finger of sodium channel modifier 1
PF15805	22	Acidic C-terminal region of sodium channel modifier 1 SCNM1
PF15811	45	Small VCP/p97-interacting protein
PF15813	0	Domain of unknown function (DUF4708)
PF15862	66	Coilin N-terminus
PF15870	10	ElonginA binding-protein 1
PF15879	52	NADH-ubiquinone oxidoreductase MWFE subunit
PF15887	1	Putative zinc-binding metallo-peptidase
PF15906	54	Zinc-finger of nitric oxide synthase-interacting protein
PF15912	35	Virilizer, N-terminal
PF15913	1	Furin-like repeat, cysteine-rich
PF15916	67	Domain of unknown function (DUF4743)
PF15924	66	ALG11 mannosyltransferase N-terminus
PF15925	3	SOSS complex subunit C
PF15938	43	Domain of unknown function (DUF4750)
PF15963	69	Myb DNA-binding like
PF15967	4	Nucleoporin FG repeated region
PF15975	1	Flotillin
PF15979	1	Glycosyl hydrolase family 115
PF15982	96	N-terminal cysteine-rich region of Transmembrane protein 135
PF15985	127	KH domain
PF15994	1	Domain of unknown function (DUF4770)
PF15996	51	Arginine/serine-rich protein PNISR
PF16004	61	116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF16016	403	VAD1 Analog of StAR-related lipid transfer domain
PF16021	53	Programmed cell death protein 7
PF16029	53	Domain of unknown function (DUF4787)
PF16035	117	Chalcone isomerase like
PF16036	21	Chalcone isomerase-like
PF16040	110	Domain of unknown function (DUF4792)
PF16041	116	Domain of unknown function (DUF4793)
PF16045	72	LisH
PF16050	56	Paf1 complex subunit CDC73 N-terminal
PF16053	59	Mitochondrial 28S ribosomal protein S34
PF16057	44	Domain of unknown function (DUF4800)
PF16058	14	Mucin-like
PF16076	219	Acyltransferase C-terminus
PF16078	101	2-oxoglutarate dehydrogenase N-terminus
PF16088	7	BLOC-1-related complex sub-unit 7
PF16093	57	Proteasome assembly chaperone 4
PF16094	3	Proteasome assembly chaperone 4
PF16095	49	C-terminal of Roc, COR, domain
PF16099	56	Recq-mediated genome instability protein 1, C-terminal OB-fold
PF16100	52	RecQ-mediated genome instability protein 2
PF16101	16	Proline-rich membrane anchor 1
PF16113	486	Enoyl-CoA hydratase/isomerase
PF16114	137	ATP citrate lyase citrate-binding
PF16121	156	40S ribosomal protein S4 C-terminus
PF16122	12	40S ribosomal protein SA C-terminus
PF16123	133	Hydroxyacylglutathione hydrolase C-terminus
PF16124	303	RecQ zinc-binding
PF16131	94	Torus domain
PF16134	128	THO complex subunit 2 N-terminus
PF16135	1096	Tify domain binding domain
PF16136	131	Putative nuclear localisation signal
PF16137	0	Domain of unknown function (DUF4845)
PF16153	0	Domain of unknown function (DUF4861)
PF16158	70	Ig-like domain from next to BRCA1 gene
PF16166	215	Chloroplast import apparatus Tic20-like
PF16177	94	Acetyl-coenzyme A synthetase N-terminus
PF16186	292	Atypical Arm repeat
PF16187	178	Middle or third domain of peptidase_M16
PF16188	115	C-terminal region of peptidase_M24
PF16189	121	Creatinase/Prolidase N-terminal domain
PF16190	118	Ubiquitin-activating enzyme E1 FCCH domain
PF16191	118	Ubiquitin-activating enzyme E1 four-helix bundle
PF16193	40	AAA C-terminal domain
PF16198	133	tRNA pseudouridylate synthase B C-terminal domain
PF16199	54	Radical_SAM C-terminal domain
PF16200	82	C-terminal region of band_7
PF16201	61	Nucleolar pre-ribosomal-associated protein 1
PF16203	61	ERCC3/RAD25/XPB C-terminal helicase
PF16205	147	Ribosomal_S17 N-terminal
PF16206	248	C-terminal region of Mon2 protein
PF16209	575	Phospholipid-translocating ATPase N-terminal
PF16211	705	C-terminus of histone H2A
PF16212	601	Phospholipid-translocating P-type ATPase C-terminal
PF16213	266	Dimerisation and cyclophilin-binding domain of Mon2
PF16220	0	Domain of unknown function (DUF4880)
PF16269	15	Domain of unknown function (DUF4922)
PF16275	98	Splicing factor 1 helix-hairpin domain
PF16278	56	C2HE / C2H2 / C2HC zinc-binding finger
PF16282	58	SANT/Myb-like domain of DAMP1
PF16294	71	RNSP1-SAP18 binding (RSB) motif
PF16297	1	Domain of unknown function (DUF4939)
PF16312	201	Coiled-coil region of Oberon
PF16320	145	Ribosomal protein L7/L12 dimerisation domain
PF16321	55	Sigma 54 modulation/S30EA ribosomal protein C terminus
PF16326	0	ABC transporter C-terminal domain
PF16327	15	Cytochrome c-type biogenesis protein CcmF C-terminal
PF16353	58	Domain of unknown function (DUF4981)
PF16355	0	Domain of unknown function (DUF4982)
PF16360	105	GTP-binding GTPase Middle Region
PF16363	1146	GDP-mannose 4,6 dehydratase
PF16381	82	Coatomer subunit gamma-1 C-terminal appendage platform
PF16387	1	Domain of unknown function
PF16399	62	Intron-binding protein aquarius N-terminus
PF16401	5	Domain of unknown function (DUF5009)
PF16413	60	DNA mismatch repair protein Mlh1 C-terminus
PF16414	86	Niemann-Pick C1 N terminus
PF16415	67	CCR4-NOT transcription complex subunit 1 CAF1-binding domain
PF16417	80	CCR4-NOT transcription complex subunit 1 TTP binding domain
PF16418	71	CCR4-NOT transcription complex subunit 1 HEAT repeat
PF16420	57	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF16421	182	E2F transcription factor CC-MB domain
PF16450	426	Proteasomal ATPase OB C-terminal domain
PF16455	111	Ubiquitin-binding domain
PF16457	193	Pleckstrin homology domain
PF16473	0	3' exoribonuclease, RNase T-like
PF16486	645	N-terminal domain of argonaute
PF16487	366	Mid domain of argonaute
PF16488	516	Argonaute linker 2 domain
PF16491	62	CAAX prenyl protease N-terminal, five membrane helices
PF16495	220	SWIRM-associated region 1
PF16499	384	Alpha galactosidase A
PF16501	47	S phase cyclin A-associated protein in the endoplasmic reticulum
PF16503	53	Zinc-ribbon
PF16507	117	Proteasome-substrate-size regulator, mid region
PF16524	1	Periplasmic domain of Sensor histidine kinase RisS
PF16528	179	Exocyst component 84 C-terminal
PF16529	101	WD40 region of Ge1, enhancer of mRNA-decapping protein
PF16543	98	DRG Family Regulatory Proteins, Tma46
PF16544	220	Homodimerisation region of STAR domain protein
PF16546	18	Homodimerisation domain of SGTA
PF16550	56	UCH-binding domain
PF16561	544	Glycogen recognition site of AMP-activated protein kinase
PF16573	60	N-terminal beta-sandwich domain of polyadenylation factor
PF16575	137	mRNA cleavage and polyadenylation factor CLP1 P-loop
PF16576	6	Barrel-sandwich domain of CusB or HlyD membrane-fusion
PF16582	54	Middle domain of thiamine pyrophosphate
PF16588	5	C2H2 zinc-finger
PF16589	237	BRCT domain, a BRCA1 C-terminus domain
PF16594	41	Putative AtpZ or ATP-synthase-associated
PF16596	187	Disordered region downstream of MFMR
PF16622	3	zinc-finger C2H2-type
PF16627	89	Unstructured region between BRX_N and BRX domain
PF16639	167	Apocytochrome F, N-terminal
PF16653	58	Saccharopine dehydrogenase C-terminal domain
PF16655	1	PhoD-like phosphatase, N-terminal domain
PF16656	1002	Purple acid Phosphatase, N-terminal domain
PF16658	1	Class II release factor RF3, C-terminal domain
PF16661	138	Metallo-beta-lactamase superfamily domain
PF16669	52	Tetratricopeptide repeat protein 5 OB fold domain
PF16679	108	DNA replication factor Cdt1 C-terminal domain
PF16686	14	ssDNA-binding domain of telomere protection protein
PF16709	126	Ig domain of plant-specific actin-binding protein
PF16711	123	Actin-binding domain of plant-specific actin-binding protein
PF16712	133	Coiled-coil regions of plant-specific actin-binding protein
PF16719	254	SAWADEE domain
PF16720	43	Albumin I chain a
PF16725	22	Nucleolin binding domain
PF16740	53	Spindle and kinetochore-associated protein 2
PF16746	179	BAR domain of APPL family
PF16752	60	Tubulin-specific chaperone C N-terminal domain
PF16759	6	DNA ligase 3 BRCT domain
PF16760	195	Starch/carbohydrate-binding module (family 53)
PF16769	9	MCM3AP domain of GANP
PF16770	128	Regulator of Ty1 transposition protein 107 BRCT domain
PF16796	53	Microtubule binding
PF16835	62	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
PF16837	58	Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9
PF16845	595	Aspartic acid proteinase inhibitor
PF16851	63	Stomagen
PF16858	55	Condensin II complex subunit CAP-H2 or CNDH2, C-term
PF16860	54	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,
PF16863	175	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
PF16865	6	Glutathione S-transferase, C-terminal domain
PF16869	55	Condensin II complex subunit CAP-H2 or CNDH2, mid domain
PF16870	104	2-oxoglutarate dehydrogenase C-terminal
PF16876	95	Lipin/Ned1/Smp2 multi-domain protein middle domain
PF16879	152	C-terminal domain of Sin3a protein
PF16880	171	N-terminal EH-domain containing protein
PF16881	123	N-terminal domain of lipoyl synthase of Radical_SAM family
PF16884	531	N-terminal domain of oxidoreductase
PF16886	70	ATPsynthase alpha/beta subunit N-term extension
PF16891	407	Serine-threonine protein phosphatase N-terminal domain
PF16897	117	C-terminal region of MMR_HSR1 domain
PF16898	73	C-terminal associated domain of TOPRIM
PF16899	63	Cyclin C-terminal domain
PF16900	278	Replication protein A OB domain
PF16901	71	C-terminal domain of alpha-glycerophosphate oxidase
PF16906	114	Ribosomal proteins L26 eukaryotic, L24P archaeal
PF16908	167	Vacuolar sorting-associated protein 13, N-terminal
PF16909	74	Vacuolar-sorting-associated 13 protein C-terminal
PF16910	158	Repeating coiled region of VPS13
PF16913	786	Purine nucleobase transmembrane transport
PF16916	319	Dimerisation domain of Zinc Transporter
PF16922	52	DNA replication complex GINS protein SLD5 C-terminus
PF16923	70	Glycosyl hydrolase family 63 N-terminal domain
PF16925	1	Tetracyclin repressor-like, C-terminal domain
PF16940	93	Chloroplast envelope transporter
PF16952	5	Glutamine synthetase N-terminal domain
PF16953	174	Protein-only RNase P
PF16969	71	RNA-binding signal recognition particle 68
PF16974	95	High-affinity nitrate transporter accessory
PF16983	249	Molybdate transporter of MFS superfamily
PF16987	268	KIX domain
PF16994	148	Glycosyl-transferase family 4
PF17004	58	Putative TPR-like repeat
PF17032	53	zinc-ribbon family
PF17035	505	Bromodomain extra-terminal - transcription regulation
PF17042	51	Nucleotide-binding C-terminal domain
PF17047	393	Synaptotagmin-like mitochondrial-lipid-binding domain
PF17048	132	Neutral/alkaline non-lysosomal ceramidase, C-terminal
PF17067	117	Ribosomal protein S31e
PF17069	1	Arginine/Serine-Rich protein 1
PF17092	0	Penicillin-binding protein OB-like domain
PF17098	87	WTAP/Mum2p family
PF17102	1	Stealth protein CR3, conserved region 3
PF17116	0	Domain of unknown function (DUF5103)
PF17120	2	Zinc-ribbon, C4HC2 type
PF17122	34	Zinc-finger
PF17123	389	RING-like zinc finger
PF17125	64	N-terminal domain of 16S rRNA methyltransferase RsmF
PF17135	155	Ribosomal protein 60S L18 and 50S L18e
PF17136	136	Ribosomal proteins 50S L24/mitochondrial 39S L24
PF17137	74	Domain of unknown function (DUF5110)
PF17144	122	Ribosomal large subunit proteins 60S L5, and 50S L18
PF17146	62	PIN domain of ribonuclease
PF17167	0	Glycosyl hydrolase 36 superfamily, catalytic domain
PF17171	61	Glutathione S-transferase, C-terminal domain
PF17172	62	Glutathione S-transferase N-terminal domain
PF17177	1596	Pentacotripeptide-repeat region of PRORP
PF17181	561	Epidermal patterning factor proteins
PF17184	55	Rit1 N-terminal domain
PF17185	0	NlpE C-terminal OB domain
PF17188	1	MucB/RseB C-terminal domain
PF17194	0	Transcriptional regulator, AbiEi antitoxin N-terminal domain
PF17207	456	MCM OB domain
PF17215	52	S1 domain
PF17216	54	Rrp44-like cold shock domain
PF17232	85	Elicitor peptide 1-7
PF17238	59	Family of unknown function (DUF5311)
PF17241	1	Gag-like protein
PF17244	51	Cell division control protein 24, OB domain 3
PF17245	50	Cell division control protein 24, OB domain 2
PF17246	51	Cell division control protein 24, OB domain 1
PF17250	56	NADH-ubiquinone oxidoreductase 11 kDa subunit
PF17257	57	Family of unknown function (DUF5323)
PF17273	0	Family of unknown function (DUF5338)
PF17284	281	Spermidine synthase tetramerisation domain
PF17285	57	PRMT5 TIM barrel domain
PF17286	55	PRMT5 oligomerisation domain
PF17291	0	N-terminal domain of M60-like peptidases
PF17292	85	POB3-like N-terminal PH domain
PF17297	0	Phosphoenolpyruvate carboxykinase N-terminal domain
PF17302	52	Family of unknown function (DUF5351)
PF17309	1	Family of unknown function (DUF5356)
PF17352	6	Male Flower Specific protein 18
PF17382	5	Uncharacterized Ycf70-like
PF17384	0	RimP C-terminal SH3 domain
PF17391	0	Urocanase N-terminal domain
PF17392	0	Urocanase C-terminal domain
PF17403	57	Nrap protein PAP/OAS-like domain
PF17404	55	Nrap protein domain 3
PF17405	55	Nrap protein nucleotidyltransferase domain 4
PF17406	58	Nrap protein PAP/OAS1-like domain 5
PF17407	54	Nrap protein domain 6
PF17408	54	Malonyl-CoA decarboxylase N-terminal domain
PF17432	63	Domain of unknown function (DUF3458_C) ARM repeats
PF17450	2	Alpha galactosidase A C-terminal beta sandwich domain
PF17538	57	DNA Binding Domain (C-terminal) Leafy/Floricaula
PF17652	124	Glycosyl hydrolase family 81 C-terminal domain
PF17657	1	Bacterial DNA polymerase III alpha subunit finger domain
PF17667	4	Fungal protein kinase
PF17674	68	HHH domain
PF17675	63	Apg6 coiled-coil region
PF17677	192	Glycosyl hydrolases family 38 C-terminal beta sandwich domain
PF17678	0	Glycosyl hydrolase family 92 N-terminal domain
PF17681	285	Gamma tubulin complex component N-terminal
PF17682	62	Tau95 Triple barrel domain
PF17683	66	TFIIF, beta subunit N-terminus
PF17684	130	PH domain of plant-specific actin-binding protein
PF17689	0	Arabinosyltransferase concanavalin like domain
PF17733	51	Family of unknown function (DUF5572)
PF17745	52	Ydr279p protein triple barrel domain
PF17753	0	Ig-fold domain
PF17755	0	UvrA DNA-binding domain
PF17759	76	Phenylalanyl tRNA synthetase beta chain CLM domain
PF17760	0	UvrA interaction domain
PF17762	0	HTH domain found in ParB protein
PF17763	1	Glutaminase/Asparaginase C-terminal domain
PF17764	1	3'DNA-binding domain (3'BD)
PF17765	0	MmyB-like transcription regulator ligand binding domain
PF17766	3133	Fibronectin type-III domain
PF17767	82	Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain
PF17768	0	RecJ OB domain
PF17769	62	Phosphoribosylaminoimidazole carboxylase C-terminal domain
PF17772	73	MYST family zinc finger domain
PF17773	160	UPF0176 acylphosphatase like domain
PF17774	56	Putative RNA-binding domain in YlmH
PF17775	1	UPF0225 domain
PF17777	182	Insertion domain in 60S ribosomal protein L10P
PF17778	41	Beta-lactamase associated winged helix domain
PF17780	226	OCRE domain
PF17781	122	RPN1/RPN2 N-terminal domain
PF17785	55	PUA-like domain
PF17786	21	Mannosidase Ig/CBM-like domain
PF17800	282	Nucleoplasmin-like domain
PF17801	295	Alpha galactosidase C-terminal beta sandwich domain
